time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,station,latitude,longitude,elevation
2024-01-01,29.9,25.0,35.0,0.0,,77.0,20.7,29.6,1011.0,,82022,2.8333,-60.7,84.0
2024-01-01,29.0,24.9,35.8,0.0,,40.0,9.6,,1010.2,,82042,1.8333,-61.1333,95.0
2024-01-01,29.8,26.8,35.0,6.7,,36.0,8.0,,1011.0,,82098,0.0333,-50.05,15.0
2024-01-01,27.3,25.1,30.7,,,47.0,9.7,48.2,1012.0,,82099,0.05,-51.0667,16.0
2024-01-01,27.0,24.5,32.0,10.8,,168.0,4.6,,1010.5,,82106,-0.1333,-67.0833,90.0
2024-01-01,27.5,24.0,32.0,7.1,,53.0,3.5,,1010.7,,82111,-3.0333,-60.05,2.0
2024-01-01,28.3,25.0,32.1,1.7,,118.0,6.5,,1010.1,,82113,-0.9833,-62.5833,40.0
2024-01-01,26.0,23.2,29.2,13.3,,28.0,10.9,,1012.0,,82141,-0.6667,-48.55,11.0
2024-01-01,27.1,25.4,30.0,3.5,,47.0,16.2,,1011.9,,82143,-0.6167,-47.3833,25.0
2024-01-01,26.2,23.1,31.7,2.3,,26.0,5.7,,1012.0,,82145,-1.0833,-46.9333,36.0
2024-01-01,27.7,23.4,32.3,9.6,,65.0,12.5,,1011.1,,82181,-2.0,-54.0833,146.0
2024-01-01,27.0,24.1,30.3,4.6,,58.0,9.5,,1011.5,,82184,-1.7333,-52.2333,17.0
2024-01-01,26.4,24.8,28.1,,,55.0,9.5,,1012.2,,82191,-1.45,-48.4667,10.0
2024-01-01,26.8,23.6,31.2,0.0,,345.0,6.5,,1011.9,,82193,-1.3833,-48.4833,16.0
2024-01-01,25.6,23.0,30.6,18.0,,57.0,7.1,,1012.3,,82198,-1.7167,-45.4,44.0
2024-01-01,26.7,24.7,30.2,7.1,,99.0,5.4,,1010.7,,82212,-2.5333,-66.1667,55.0
2024-01-01,27.6,24.8,32.5,,,175.0,6.5,31.5,1011.1,,82240,-2.6333,-56.7333,29.0
2024-01-01,29.9,26.0,34.0,1.1,,97.0,11.6,31.5,1010.4,,82244,-2.4333,-54.7167,72.0
2024-01-01,28.2,25.4,31.3,1.4,,56.0,12.6,,1010.7,,82246,-2.6333,-54.95,176.0
2024-01-01,26.6,25.2,28.7,,,55.0,9.1,,1012.2,,82280,-2.5333,-44.3,51.0
2024-01-01,26.2,24.0,29.0,24.8,,61.0,10.6,,1011.8,,82281,-2.6,-44.2333,53.0
2024-01-01,28.0,22.8,31.0,15.2,,34.0,9.7,,1012.0,,82288,-2.9167,-41.75,5.0
2024-01-01,27.7,25.0,32.0,2.2,,139.0,6.7,,1010.6,,82317,-3.3667,-64.6833,47.0
2024-01-01,27.8,25.0,32.0,3.3,,110.0,3.8,,1010.8,,82332,-3.15,-59.9833,84.0
2024-01-01,27.8,25.3,30.2,3.0,,99.0,6.4,,1010.5,,82336,-3.1333,-58.4333,40.0
2024-01-01,28.2,24.0,33.0,3.9,,75.0,8.3,,1011.6,,82353,-3.2,-52.2,74.0
2024-01-01,25.8,23.2,29.0,5.7,,24.0,9.5,,1012.1,,82361,-3.7167,-49.7167,40.0
2024-01-01,27.3,25.3,30.7,,,7.0,6.8,,1012.4,,82397,-3.7667,-38.6,26.0
2024-01-01,26.7,24.0,28.0,14.9,,30.0,7.2,,1012.0,,82398,-3.7833,-38.5333,25.0
2024-01-01,27.3,25.0,31.0,1.7,,92.0,8.0,,1012.6,,82400,-3.85,-32.4167,56.0
2024-01-01,26.7,24.0,32.5,6.8,,61.0,5.7,,1010.7,,82410,-4.3833,-70.0333,65.0
2024-01-01,26.1,24.0,30.0,7.2,,96.0,6.0,,1010.7,,82411,-3.6667,-69.6667,85.0
2024-01-01,29.3,25.8,33.8,,,125.0,9.6,,1010.8,,82425,-4.9167,-63.0833,46.0
2024-01-01,26.8,24.3,32.0,1.2,,145.0,7.0,,1010.6,,82444,-4.25,-56.0,34.0
2024-01-01,26.7,22.8,31.6,2.9,,118.0,5.2,,1011.3,,82445,-4.2667,-55.5833,45.0
2024-01-01,25.2,23.5,28.5,18.8,,312.0,4.8,,1012.2,,82460,-4.25,-44.7833,25.0
2024-01-01,24.8,23.0,27.0,7.4,,261.0,4.9,,1012.4,,82476,-4.85,-43.3333,103.0
2024-01-01,27.7,24.6,32.9,1.2,,243.0,5.0,,1010.6,,82533,-5.8167,-61.3,50.0
2024-01-01,28.7,25.0,34.0,8.9,,348.0,5.8,,1011.3,,82562,-5.35,-49.15,95.0
2024-01-01,27.3,24.7,34.0,13.9,,72.0,7.1,,1011.8,,82564,-5.5333,-47.5,123.0
2024-01-01,25.4,23.0,29.3,9.4,,4.0,6.7,,1012.3,,82571,-5.5,-45.2667,153.0
2024-01-01,28.4,24.5,33.0,23.9,,9.0,8.4,,1011.0,,82579,-5.05,-42.8167,69.0
2024-01-01,26.0,23.2,30.2,7.6,,44.0,9.1,,1012.7,,82586,-5.2,-39.3,212.0
2024-01-01,24.9,23.4,27.0,13.4,,109.0,7.8,,1012.6,,82591,-5.2,-37.3667,23.0
2024-01-01,27.7,25.7,30.6,,,81.0,8.9,,1012.0,,82598,-5.7667,-35.2,45.0
2024-01-01,26.0,23.0,30.0,10.7,,122.0,10.1,,1012.1,,82599,-5.9167,-35.25,52.0
2024-01-01,26.9,24.3,31.3,2.8,,9.0,4.5,,1010.7,,82610,-6.6667,-69.8667,104.0
2024-01-01,27.8,25.3,31.2,2.1,,35.0,4.6,,1011.4,,82640,-6.2667,-57.7333,98.0
2024-01-01,27.5,24.6,31.5,,,326.0,7.8,,1011.2,,82659,-7.2,-48.2,229.0
2024-01-01,26.4,22.6,31.7,6.0,,355.0,7.0,,1011.9,,82678,-6.7667,-43.0167,127.0
2024-01-01,25.8,22.8,31.2,6.8,,351.0,8.3,,1012.8,,82683,-6.0,-40.4167,399.0
2024-01-01,26.2,22.9,32.0,2.2,,310.0,5.2,,1010.8,,82704,-7.6333,-72.6667,170.0
2024-01-01,26.4,23.5,32.2,7.9,,18.0,4.8,,1010.9,,82723,-7.25,-64.8333,60.0
2024-01-01,26.7,23.6,29.9,2.3,,334.0,6.5,,1011.6,,82764,-7.3167,-47.4667,183.0
2024-01-01,26.7,23.6,29.9,2.3,,334.0,6.5,,1011.8,,82765,-7.3333,-47.4667,193.0
2024-01-01,27.2,23.4,32.8,1.5,,299.0,7.9,,1011.9,,82780,-7.0667,-41.4833,208.0
2024-01-01,25.4,21.9,29.9,6.9,,65.0,7.2,,1013.0,,82784,-7.3167,-39.3,409.0
2024-01-01,26.1,23.3,30.6,16.9,,2.0,10.9,,1012.8,,82791,-7.0167,-37.2667,249.0
2024-01-01,24.0,22.0,28.0,32.0,,65.0,10.8,,1014.2,,82795,-7.2167,-35.8833,548.0
2024-01-01,27.4,23.1,29.0,0.0,,44.0,8.5,,1012.6,,82798,-7.1,-34.8667,7.0
2024-01-01,26.4,23.0,31.4,0.8,,346.0,4.6,,1010.5,,82807,-8.1667,-70.7667,190.0
2024-01-01,25.8,23.9,31.0,7.4,,29.0,6.3,,1011.1,,82824,-8.7667,-63.9167,102.0
2024-01-01,26.5,23.9,31.3,19.6,,311.0,6.2,,1011.6,,82861,-8.25,-49.2833,157.0
2024-01-01,27.3,23.5,33.1,0.0,,297.0,5.8,,1011.4,,82863,-8.9667,-48.1833,187.0
2024-01-01,26.2,22.9,31.3,14.0,,277.0,6.1,,1011.8,,82879,-8.35,-42.25,235.0
2024-01-01,22.9,19.5,28.9,6.1,,41.0,9.3,,1014.0,,82893,-8.8833,-36.5167,823.0
2024-01-01,27.4,24.8,30.0,2.4,,44.0,10.8,,1012.0,,82899,-8.0667,-34.85,19.0
2024-01-01,28.0,25.5,31.2,,,70.0,9.6,,1012.2,,82900,-8.05,-34.9167,7.0
2024-01-01,26.3,24.3,29.7,,,353.0,5.6,,1010.7,,82915,-9.9667,-67.8,160.0
2024-01-01,26.8,23.0,31.0,7.1,,349.0,7.1,,1011.1,,82917,-10.0,-67.8,142.0
2024-01-01,27.1,24.7,32.0,3.5,,322.0,6.8,,1011.7,,82965,-9.8667,-56.1,288.0
2024-01-01,26.4,23.5,30.3,7.0,,282.0,8.7,,1011.9,,82979,-9.6333,-42.1,401.0
2024-01-01,27.7,24.9,32.4,4.4,,282.0,9.8,,1011.6,,82983,-9.3833,-40.4833,370.0
2024-01-01,28.4,24.0,34.0,4.4,,29.0,5.6,,1012.4,,82984,-9.35,-40.55,385.0
2024-01-01,29.8,25.9,36.0,9.7,,55.0,7.1,,1011.4,,82986,-9.4,-38.2167,253.0
2024-01-01,27.3,23.7,32.0,0.0,,57.0,12.0,,1012.4,,82993,-9.5167,-35.7833,117.0
2024-01-01,25.8,22.9,29.9,3.0,,296.0,6.9,,1011.6,,83064,-10.5167,-48.7167,239.0
2024-01-01,27.5,24.1,31.9,6.4,,323.0,6.6,,1011.4,,83065,-10.2833,-48.35,236.0
2024-01-01,28.1,24.0,31.0,0.0,,74.0,14.5,,1011.6,,83095,-10.9833,-37.0667,8.0
2024-01-01,28.9,26.8,30.7,0.6,,64.0,11.9,,1012.2,,83096,-10.9167,-37.05,5.0
2024-01-01,24.9,21.1,30.0,2.9,,87.0,7.5,,1014.8,,83111,-22.9833,-43.3667,3.0
2024-01-01,24.0,22.0,25.0,0.0,,88.0,22.9,,1014.9,,83117,-23.0667,-43.15,75.0
2024-01-01,26.6,23.0,32.1,2.9,,43.0,6.7,,1011.7,,83179,-11.0833,-43.1667,402.0
2024-01-01,27.0,21.9,33.2,0.8,,104.0,9.1,,1012.4,,83186,-11.1833,-40.4667,485.0
2024-01-01,29.3,23.4,36.8,0.0,,107.0,13.5,,1011.7,,83192,-11.0833,-38.5,145.0
2024-01-01,24.3,23.0,26.0,5.0,,329.0,10.9,,1012.5,,83208,-12.7,-60.1,612.0
2024-01-01,28.2,24.4,32.3,,,131.0,6.4,,1011.9,,83221,-12.2,-38.9,234.0
2024-01-01,26.1,22.6,32.6,16.7,,279.0,6.9,,1011.6,,83228,-12.0167,-48.5333,250.0
2024-01-01,24.3,21.0,32.0,3.0,,319.0,7.3,,1012.4,,83235,-12.4,-46.4333,604.0
2024-01-01,25.2,21.8,30.1,3.1,,331.0,5.7,,1012.0,,83236,-12.15,-45.0,439.0
2024-01-01,25.8,19.2,35.1,0.3,,78.0,4.1,,1009.9,,83242,-12.5667,-41.3833,439.0
2024-01-01,27.7,24.0,30.0,0.1,,67.0,15.8,,1012.2,,83248,-12.9,-38.3333,6.0
2024-01-01,24.9,21.7,29.8,17.9,,325.0,7.2,,1011.5,,83270,-13.3333,-52.5,430.0
2024-01-01,26.2,22.2,34.2,8.5,,35.0,5.9,,1011.8,,83288,-13.2667,-43.4167,440.0
2024-01-01,25.1,22.5,32.4,8.8,,333.0,8.1,,1011.1,,83309,-14.4,-56.45,286.0
2024-01-01,25.1,22.5,31.4,6.4,,322.0,6.2,,1011.6,,83319,-14.7,-52.35,315.0
2024-01-01,24.1,20.4,29.7,3.1,,21.0,9.3,,1012.2,,83332,-14.1,-46.3667,826.0
2024-01-01,24.0,18.9,28.8,10.3,,72.0,4.0,,1010.4,,83344,-14.95,-40.8833,840.0
2024-01-01,28.0,26.0,30.0,0.5,,46.0,12.2,,1012.5,,83349,-14.8167,-39.0333,4.0
2024-01-01,25.0,22.2,30.4,17.2,,345.0,8.5,,1011.1,,83358,-15.8333,-54.3833,450.0
2024-01-01,26.0,23.0,31.0,26.3,,345.0,6.3,,1011.7,,83359,-15.8667,-52.3833,350.0
2024-01-01,26.4,23.0,30.0,25.6,,275.0,11.2,,1010.1,,83362,-15.65,-56.1,187.0
2024-01-01,25.5,21.8,29.1,16.2,,290.0,5.7,,1011.1,,83368,-15.9,-52.2333,345.0
2024-01-01,22.6,20.3,25.3,,,291.0,8.2,,1009.8,,83377,-15.7833,-47.9333,1159.0
2024-01-01,23.0,21.0,27.0,9.0,,340.0,7.3,,1016.3,,83378,-15.8667,-47.9333,1061.0
2024-01-01,24.5,21.8,29.5,20.6,,109.0,4.7,,1012.3,,83384,-15.9,-46.05,519.0
2024-01-01,24.3,21.8,28.3,17.9,,31.0,8.2,,1012.4,,83386,-15.4333,-44.3667,474.0
2024-01-01,24.0,19.9,29.8,4.8,,80.0,9.9,,1014.0,,83393,-16.0,-41.2833,649.0
2024-01-01,26.8,24.9,29.8,,,344.0,9.4,,1010.6,,83410,-16.45,-54.5667,94.0
2024-01-01,22.1,19.0,27.0,4.9,,320.0,4.8,,1017.1,,83419,-16.2333,-48.9667,1137.0
2024-01-01,24.4,22.3,30.2,3.6,,291.0,5.6,,1009.4,,83423,-16.6667,-49.25,741.0
2024-01-01,24.8,21.0,30.0,2.5,,309.0,7.1,,1014.5,,83424,-16.6333,-49.2167,747.0
2024-01-01,24.3,8.3,30.5,0.3,,37.0,4.8,,1013.4,,83437,-16.7167,-43.8667,646.0
2024-01-01,26.1,23.4,33.3,19.7,,46.0,7.3,,1012.5,,83442,-16.8667,-42.0667,284.0
2024-01-01,27.2,25.6,29.4,,,58.0,10.5,,1012.9,,83460,-16.4333,-39.0667,51.0
2024-01-01,22.5,21.0,24.8,2.2,,306.0,8.4,,1009.3,,83470,-17.9167,-50.9167,727.0
2024-01-01,23.2,20.8,27.3,7.2,,89.0,6.3,,1012.8,,83479,-17.2167,-46.8667,711.0
2024-01-01,21.8,20.4,24.5,,,33.0,8.3,,1010.0,,83483,-17.3333,-44.95,505.0
2024-01-01,25.6,23.8,28.9,20.0,,201.0,8.3,,1013.1,,83498,-17.7333,-39.25,3.0
2024-01-01,21.9,20.6,24.4,,,24.0,8.4,,1009.6,,83525,-18.8833,-48.2167,943.0
2024-01-01,22.6,19.9,27.8,13.8,,64.0,5.8,,1012.8,,83526,-18.1833,-47.95,840.0
2024-01-01,21.5,20.3,23.8,,,68.0,7.9,,1010.3,,83531,-18.6,-46.5167,940.0
2024-01-01,22.6,21.1,25.7,,,126.0,7.2,,1012.0,,83543,-18.85,-41.9333,277.0
2024-01-01,24.7,22.4,27.6,1.8,,185.0,16.1,,1013.5,,83550,-18.7,-39.85,25.0
2024-01-01,27.4,25.6,30.0,10.8,,18.0,8.1,,1009.0,,83552,-19.0833,-57.5,130.0
2024-01-01,25.2,23.5,27.9,7.8,,12.0,4.5,,1011.0,,83565,-19.7,-51.1833,331.0
2024-01-01,21.7,19.7,28.0,5.1,,102.0,16.1,,1015.3,,83566,-19.6167,-43.5667,827.0
2024-01-01,22.3,20.0,25.0,10.0,,60.0,6.9,,1015.1,,83576,-19.7833,-47.9667,807.0
2024-01-01,21.4,20.1,24.1,8.9,,270.0,6.6,,1010.7,,83579,-19.5667,-46.9333,1004.0
2024-01-01,21.1,20.0,24.0,13.6,,101.0,13.5,,1016.5,,83583,-19.85,-43.95,785.0
2024-01-01,21.0,20.0,23.0,12.5,,103.0,13.0,,1016.7,,83587,-19.9333,-43.9333,850.0
2024-01-01,20.8,19.2,23.5,14.1,,117.0,14.0,,1014.2,,83588,-19.65,-43.8833,852.0
2024-01-01,21.8,19.9,24.8,13.4,,107.0,9.3,,1015.3,,83592,-19.8,-42.15,609.0
2024-01-01,26.8,24.3,29.9,,,360.0,9.1,,1010.2,,83611,-20.45,-54.6167,530.0
2024-01-01,25.3,22.6,30.0,4.5,,22.0,9.5,,1012.0,,83612,-20.4667,-54.6667,567.0
2024-01-01,27.2,24.3,30.4,,,312.0,7.5,,1010.6,,83618,-20.7833,-51.7,313.0
2024-01-01,24.4,22.3,27.2,14.6,,57.0,7.4,,1011.5,,83623,-20.4167,-49.9833,503.0
2024-01-01,20.3,18.6,23.8,8.1,,70.0,9.4,,1013.4,,83630,-20.55,-47.4333,1026.0
2024-01-01,21.8,20.2,24.0,,,119.0,7.1,,1011.4,,83635,-20.1667,-44.8667,789.0
2024-01-01,24.5,23.2,26.8,,,191.0,8.3,,1015.1,,83648,-20.3167,-40.3333,36.0
2024-01-01,23.4,23.0,25.0,8.1,,214.0,15.9,,1013.6,,83649,-20.2667,-40.2833,4.0
2024-01-01,26.3,25.2,30.0,0.0,,45.0,11.3,,1015.1,,83650,-20.5,-29.3167,5.0
2024-01-01,23.9,21.2,27.1,,,110.0,6.7,,1009.6,,83652,-21.1333,-47.7667,549.0
2024-01-01,27.1,24.0,31.5,,,350.0,9.3,,1010.1,,83659,-22.2333,-54.8167,452.0
2024-01-01,24.4,20.0,30.0,1.8,,68.0,7.4,,1013.8,,83671,-21.9833,-47.3333,597.0
2024-01-01,25.1,22.5,28.6,,,119.0,7.2,,1008.3,,83672,-21.2,-50.4333,0.0
2024-01-01,24.1,22.2,28.7,12.0,,72.0,8.7,,1011.9,,83676,-21.1333,-48.9667,536.0
2024-01-01,24.5,22.0,29.0,7.9,,85.0,8.3,,1013.0,,83679,-21.13,-47.78,549.0
2024-01-01,18.3,16.1,21.6,2.4,,58.0,14.9,,1015.5,,83681,-21.85,-46.5667,1260.0
2024-01-01,19.4,18.2,21.4,17.8,,94.0,13.0,,1015.2,,83687,-21.2333,-45.0,919.0
2024-01-01,16.2,15.0,18.0,22.3,,99.0,13.8,,1018.1,,83689,-21.25,-43.7667,1171.0
2024-01-01,18.9,17.0,21.8,23.9,,128.0,8.3,,1014.2,,83692,-21.7667,-43.35,939.0
2024-01-01,22.1,20.1,24.6,12.2,,113.0,9.8,,1015.6,,83695,-21.2,-41.8833,123.0
2024-01-01,23.0,22.0,24.0,11.1,,213.0,6.1,,1015.0,,83698,-21.75,-41.3333,11.0
2024-01-01,25.1,21.8,30.0,17.9,,42.0,11.2,,1011.5,,83703,-22.55,-55.7,657.0
2024-01-01,21.2,18.8,25.0,0.0,,35.0,10.0,,1016.0,,83708,-22.7833,-45.2,537.0
2024-01-01,27.5,21.0,34.0,0.0,,101.0,11.6,,1012.0,,83716,-22.1167,-51.3833,436.0
2024-01-01,19.8,18.1,21.1,8.9,,96.0,6.5,,1016.7,,83718,-22.0333,-42.3667,485.0
2024-01-01,24.2,22.0,27.0,0.0,,72.0,9.6,,1015.3,,83719,-22.9833,-42.0333,7.0
2024-01-01,23.8,20.0,30.0,0.0,,118.0,17.2,,1014.7,,83721,-23.0,-47.1333,661.0
2024-01-01,26.1,20.0,33.0,0.1,,134.0,12.1,,1012.5,,83722,-22.3167,-49.0667,590.0
2024-01-01,24.7,21.5,28.8,1.2,,129.0,7.8,,1009.8,,83726,-22.0167,-47.8833,856.0
2024-01-01,22.0,19.8,24.9,2.4,,71.0,13.4,,1015.4,,83738,-22.4833,-44.4667,440.0
2024-01-01,24.2,21.0,28.0,0.2,,4.0,5.0,,1014.5,,83741,-22.9333,-43.7167,3.0
2024-01-01,23.9,22.1,26.2,,,79.0,3.8,,1015.2,,83743,-22.9167,-43.1667,5.0
2024-01-01,24.0,21.9,26.0,0.0,,99.0,8.4,,1014.6,,83746,-22.8167,-43.25,6.0
2024-01-01,24.2,21.3,27.0,2.9,,92.0,8.3,,1015.2,,83748,-22.8667,-43.3667,34.0
2024-01-01,24.0,23.0,25.0,1.0,,142.0,9.4,,1014.1,,83755,-22.9,-43.1667,3.0
2024-01-01,23.7,21.0,27.0,0.0,,49.0,10.3,,1015.3,,83759,-22.8167,-42.1,10.0
2024-01-01,25.8,21.3,31.9,0.0,,124.0,7.3,,1012.1,,83766,-23.3833,-51.1833,566.0
2024-01-01,26.4,20.0,32.0,0.0,,97.0,12.1,,1012.1,,83767,-23.4167,-51.95,542.0
2024-01-01,26.8,20.0,33.0,0.0,,111.0,10.1,,1013.8,,83768,-23.3333,-51.1333,569.0
2024-01-01,25.0,20.8,30.3,,,134.0,8.6,,1009.5,,83773,-23.1,-48.9167,793.0
2024-01-01,21.0,17.0,27.3,0.1,,104.0,15.2,,1015.0,,83778,-23.4333,-46.4667,751.0
2024-01-01,21.2,18.0,24.0,0.5,,106.0,14.7,,1015.4,,83779,-23.5167,-46.6333,722.0
2024-01-01,20.4,18.0,24.1,0.0,,130.0,15.1,,1017.7,,83780,-23.6167,-46.65,803.0
2024-01-01,24.8,22.0,27.8,,,109.0,14.9,,1014.2,,83782,-23.9167,-46.3333,14.0
2024-01-01,21.2,18.8,24.0,0.1,,71.0,11.3,,1014.5,,83784,-23.0167,-45.5667,577.0
2024-01-01,23.0,16.1,29.0,0.1,,87.0,9.9,,1013.4,,83811,-24.4,-50.8333,808.0
2024-01-01,24.4,21.7,27.0,0.0,,85.0,18.8,,1014.1,,83818,-23.9333,-46.3,3.0
2024-01-01,27.3,20.9,34.0,0.0,,42.0,7.8,,1010.6,,83827,-25.5167,-54.5833,180.0
2024-01-01,21.6,16.2,28.3,0.0,,77.0,10.1,,1014.1,,83836,-25.4667,-50.6333,837.0
2024-01-01,22.8,18.5,29.2,,,115.0,7.3,,1014.5,,83837,-25.1,-50.1667,0.0
2024-01-01,19.4,16.0,25.3,2.0,,91.0,14.6,,1018.1,,83840,-25.5167,-49.1667,908.0
2024-01-01,20.4,17.8,25.0,2.8,,83.0,15.0,,1016.9,,83842,-25.4333,-49.2667,924.0
2024-01-01,23.9,20.7,28.0,2.2,,108.0,12.0,,1015.4,,83844,-25.5167,-48.5167,5.0
2024-01-01,24.4,18.7,30.9,0.6,,75.0,5.6,,1012.9,,83883,-27.1167,-52.6167,679.0
2024-01-01,21.2,17.3,27.0,,,77.0,7.1,,1015.0,,83891,-27.8167,-50.3333,937.0
2024-01-01,23.3,20.7,27.0,1.1,,335.0,10.0,,1015.0,,83899,-27.6667,-48.55,5.0
2024-01-01,21.3,18.4,26.9,,,92.0,5.3,,1015.5,,83905,-26.2167,-48.7833,4.0
2024-01-01,25.2,18.9,31.3,0.0,,116.0,11.0,,1010.9,,83907,-28.4,-55.0167,245.0
2024-01-01,23.2,17.8,30.2,0.7,,58.0,8.4,,1013.0,,83914,-28.25,-52.4,684.0
2024-01-01,19.4,14.1,25.5,0.7,,16.0,11.7,,1015.1,,83919,-28.6667,-50.4333,1048.0
2024-01-01,20.3,16.5,25.8,,,69.0,6.5,,1015.4,,83920,-28.2833,-49.9167,1402.0
2024-01-01,24.1,20.7,27.2,0.4,,52.0,24.7,,1014.8,,83925,-28.6,-48.8167,43.0
2024-01-01,24.1,22.0,25.8,3.5,,88.0,10.0,,1015.2,,83926,-26.8667,-48.6333,5.0
2024-01-01,22.9,16.4,29.7,0.0,,113.0,11.1,,1011.8,,83928,-29.7833,-57.0333,74.0
2024-01-01,22.4,15.1,29.4,0.2,,113.0,12.9,,1012.7,,83936,-29.7,-53.7,95.0
2024-01-01,23.0,15.9,30.0,0.2,,110.0,10.5,,1012.1,,83937,-29.7167,-53.7,85.0
2024-01-01,23.5,17.1,30.3,,,98.0,11.2,,1013.2,,83942,-29.1667,-51.2,759.0
2024-01-01,23.0,19.1,26.5,0.4,,25.0,20.1,,1014.9,,83948,-29.3333,-49.7333,31.0
2024-01-01,20.5,14.1,27.7,0.0,,98.0,13.6,,1014.0,,83964,-30.5333,-52.5167,428.0
2024-01-01,23.7,17.0,31.0,0.0,,116.0,15.3,,1013.1,,83967,-30.0167,-51.2167,47.0
2024-01-01,22.1,17.8,25.1,0.0,,69.0,23.8,,1015.1,,83970,-31.25,-50.9,4.0
